Metric;Path;Entity;Signature;LineNo;Value;Violation
NCS;wizmachine/services/impl/sprworkmanagercore.cs;WizMachine.Services.Base.ISprWorkManagerCore.InitCacheAll;void WizMachine.Services.Impl.SprWorkManagerCore.WizMachine.Services.Base.ISprWorkManagerCore.InitCacheAll(WizMachine.Data.SprFileHead,WizMachine.Data.Palette,System.Int32,WizMachine.Data.FrameRGBA[]);290;1;N
NCS;wizmachine/services/impl/sprworkmanagercore.cs;WizMachine.Services.Base.ISprWorkManagerCore.InitFromFileHead;void WizMachine.Services.Impl.SprWorkManagerCore.WizMachine.Services.Base.ISprWorkManagerCore.InitFromFileHead(WizMachine.Data.US_SprFileHead);301;1;N
NCS;wizmachine/services/impl/sprworkmanagercore.cs;WizMachine.Services.Base.ISprWorkManagerCore.InitPaletteDataFromFileStream;void WizMachine.Services.Impl.SprWorkManagerCore.WizMachine.Services.Base.ISprWorkManagerCore.InitPaletteDataFromFileStream(System.IO.FileStream,WizMachine.Data.US_SprFileHead);318;2;N
NCS;wizmachine/services/impl/sprworkmanagercore.cs;WizMachine.Services.Base.ISprWorkManagerCore.InitFrameData;void WizMachine.Services.Impl.SprWorkManagerCore.WizMachine.Services.Base.ISprWorkManagerCore.InitFrameData(System.IO.FileStream);330;3;N
NCS;wizmachine/services/impl/sprworkmanagercore.cs;WizMachine.Services.Base.ISprWorkManagerCore.GetByteArrayFromHeader;System.Byte[] WizMachine.Services.Impl.SprWorkManagerCore.WizMachine.Services.Base.ISprWorkManagerCore.GetByteArrayFromHeader(System.Boolean,System.Boolean,System.UInt16);360;3;N
NCS;wizmachine/services/impl/sprworkmanagercore.cs;WizMachine.Services.Base.ISprWorkManagerCore.GetByteArrayFromAllFramesOffsetInfo;System.Byte[] WizMachine.Services.Impl.SprWorkManagerCore.WizMachine.Services.Base.ISprWorkManagerCore.GetByteArrayFromAllFramesOffsetInfo(System.Byte[][]);375;3;N
NCS;wizmachine/services/impl/sprworkmanagercore.cs;WizMachine.Services.Base.ISprWorkManagerCore.GetByteArrayFromPaletteData;System.Byte[] WizMachine.Services.Impl.SprWorkManagerCore.WizMachine.Services.Base.ISprWorkManagerCore.GetByteArrayFromPaletteData(System.Boolean);392;2;N
NCS;wizmachine/services/impl/sprworkmanagercore.cs;WizMachine.Services.Base.ISprWorkManagerCore.GetByteArrayFromEncryptedFrameData;System.Byte[] WizMachine.Services.Impl.SprWorkManagerCore.WizMachine.Services.Base.ISprWorkManagerCore.GetByteArrayFromEncryptedFrameData(System.Int32,System.Boolean,System.Boolean,System.Nullable<WizMachine.Data.Palette>);402;4;Y
NCS;wizmachine/services/impl/sprworkmanagercore.cs;getPaletteColorInRef;WizMachine.Data.PaletteColor WizMachine.Services.Impl.SprWorkManagerCore.getPaletteColorInRef(System.UInt32,System.UInt32,System.UInt16,System.UInt16,System.Byte[]);412;2;N
NCS;wizmachine/services/impl/sprworkmanagercore.cs;WizMachine.Services.Base.ISprWorkManagerCore.EncryptFrameData;System.Byte[] WizMachine.Services.Impl.SprWorkManagerCore.WizMachine.Services.Base.ISprWorkManagerCore.EncryptFrameData(System.Byte[],WizMachine.Data.PaletteColor[],System.UInt16,System.UInt16,System.UInt16,System.UInt16);474;1;N
NCS;wizmachine/services/impl/sprworkmanagercore.cs;WizMachine.Services.Base.ISprWorkManagerCore.EncryptedSprFile;System.Byte[] WizMachine.Services.Impl.SprWorkManagerCore.WizMachine.Services.Base.ISprWorkManagerCore.EncryptedSprFile(System.Collections.Generic.List<System.Byte[]>,WizMachine.Data.PaletteColor[],System.UInt16,System.UInt16,System.Int16,System.Int16,System.UInt16,System.UInt16,System.Byte[]);489;1;N
NCS;wizmachine/services/impl/sprworkmanagercore.cs;WizMachine.Services.Base.ISprWorkManagerCore.IsContainInsertedFrame;System.Boolean WizMachine.Services.Impl.SprWorkManagerCore.WizMachine.Services.Base.ISprWorkManagerCore.IsContainInsertedFrame();510;1;N
NCS;wizmachine/services/impl/sprworkmanagercore.cs;WizMachine.Services.Base.ISprWorkManagerCore.RecalculatePaletteColorForAllInsertedFrame;System.Boolean WizMachine.Services.Impl.SprWorkManagerCore.WizMachine.Services.Base.ISprWorkManagerCore.RecalculatePaletteColorForAllInsertedFrame(out System.Nullable<WizMachine.Data.Palette>);515;2;N
NCS;wizmachine/services/impl/sprworkmanagercore.cs;IsContainInsertedFrameInternal;System.Boolean WizMachine.Services.Impl.SprWorkManagerCore.IsContainInsertedFrameInternal();544;1;N
NCS;wizmachine/services/impl/sprworkmanagercore.cs;InitDecodedFrameData;WizMachine.Data.PaletteColor[] WizMachine.Services.Impl.SprWorkManagerCore.InitDecodedFrameData(System.IO.FileStream,System.UInt32,out System.UInt16,out System.UInt16,WizMachine.Services.Impl.ColorMode,out System.UInt16,out System.UInt16,out System.Collections.Generic.Dictionary<System.Int32,System.Collections.Generic.List<System.Int64>>,out System.Byte[]);549;5;Y
NCS;wizmachine/services/utils/nativeengine.cs;ExportToSPRFile;void WizMachine.Services.Utils.NativeEngine.ExportToSPRFile(System.String,WizMachine.Services.Utils.NativeEngine.NSPRFileHead,WizMachine.Services.Utils.NativeEngine.NColor[],System.Int32,WizMachine.Services.Utils.NativeEngine.NFrameData[]);54;1;N
NCS;wizmachine/services/utils/nativeengine.cs;LoadSPRFile;void WizMachine.Services.Utils.NativeEngine.LoadSPRFile(System.String,out WizMachine.Services.Utils.NativeEngine.NSPRFileHead,out WizMachine.Services.Utils.NativeEngine.NColor[],out System.Int32,out System.Int32,out WizMachine.Services.Utils.NativeEngine.NFrameData[],out System.Int32);61;1;N
NCS;wizmachine/services/utils/nativeengine.cs;FreeArrData;void WizMachine.Services.Utils.NativeEngine.FreeArrData(System.IntPtr);74;1;N
NCS;wizmachine/services/utils/nativeengine.cs;ExtractPakFile;void WizMachine.Services.Utils.NativeEngine.ExtractPakFile(System.String,System.String,System.String);78;1;N
NCS;wizmachine/services/utils/nativeengine.cs;CompressFolderToPakFile;void WizMachine.Services.Utils.NativeEngine.CompressFolderToPakFile(System.String,System.String);83;1;N
NCS;wizmachine/services/utils/nativeengine.cs;ForceCheckCertPermission;void WizMachine.Services.Utils.NativeEngine.ForceCheckCertPermission(WizMachine.Data.CertInfo);87;1;N
NCS;wizmachine/services/utils/nativeengine.cs;GetCertificateInfo;System.Int32 WizMachine.Services.Utils.NativeEngine.GetCertificateInfo(System.String,ref WizMachine.Services.Utils.NativeEngine.CertInfo);102;1;N
NCS;wizmachine/services/utils/nativeengine.cs;FreeCertInfo;void WizMachine.Services.Utils.NativeEngine.FreeCertInfo(ref WizMachine.Services.Utils.NativeEngine.CertInfo);105;1;N
NCS;wizmachine/services/utils/nativeengine.cs;ForceCheckCertPermission;System.Boolean WizMachine.Services.Utils.NativeAPIAdapter.ForceCheckCertPermission(WizMachine.Data.CertInfo);111;3;N
NCS;wizmachine/services/utils/nativeengine.cs;GetSignedCertInfoFromFile;WizMachine.Data.CertInfo WizMachine.Services.Utils.NativeAPIAdapter.GetSignedCertInfoFromFile(System.String);124;2;N
NCS;wizmachine/services/utils/nativeengine.cs;ExtractPakFile;System.Boolean WizMachine.Services.Utils.NativeAPIAdapter.ExtractPakFile(System.String,System.String,System.String);149;1;N
NCS;wizmachine/services/utils/nativeengine.cs;CompressFolderToPakFile;System.Boolean WizMachine.Services.Utils.NativeAPIAdapter.CompressFolderToPakFile(System.String,System.String);157;1;N
NCS;wizmachine/services/utils/nativeengine.cs;LoadSPRFile;System.Boolean WizMachine.Services.Utils.NativeAPIAdapter.LoadSPRFile(System.String,out WizMachine.Data.SprFileHead,out WizMachine.Data.Palette,out System.Int32,out WizMachine.Data.FrameRGBA[]);164;2;N
NCS;wizmachine/services/utils/nativeengine.cs;ConvertNativeSprFileHeadToAppData;WizMachine.Data.SprFileHead WizMachine.Services.Utils.NativeAPIAdapter.ConvertNativeSprFileHeadToAppData(WizMachine.Services.Utils.NativeEngine.NSPRFileHead);196;1;N
NCS;wizmachine/services/utils/nativeengine.cs;ConvertNativeColorPaletteToAppData;WizMachine.Data.Palette WizMachine.Services.Utils.NativeAPIAdapter.ConvertNativeColorPaletteToAppData(WizMachine.Services.Utils.NativeEngine.NColor[],System.Int32);210;2;N
NCS;wizmachine/services/utils/nativeengine.cs;ConvertAndFreeNativeFrameDataToAppData;WizMachine.Data.FrameRGBA WizMachine.Services.Utils.NativeAPIAdapter.ConvertAndFreeNativeFrameDataToAppData(WizMachine.Services.Utils.NativeEngine.NFrameData);224;3;N
NCS;wizmachine/utils/bitmaputil.cs;SelectMostUsePaletteColorFromCountableColorSource;WizMachine.Data.PaletteColor[] WizMachine.Utils.BitmapUtil.SelectMostUsePaletteColorFromCountableColorSource(System.Int32,System.UInt32,System.Collections.Generic.Dictionary<System.Windows.Media.Color,System.Int64>[]);13;1;N
NCS;wizmachine/utils/bitmaputil.cs;SelectMostUseColorFromCountableColorSource;System.Collections.Generic.List<System.Windows.Media.Color> WizMachine.Utils.BitmapUtil.SelectMostUseColorFromCountableColorSource(System.Int32,System.UInt32,System.Collections.Generic.Dictionary<System.Windows.Media.Color,System.Int64>[]);25;4;Y
NCS;wizmachine/utils/bitmaputil.cs;SelectMostUseColorFromCountableColorSource;System.Collections.Generic.List<System.Windows.Media.Color> WizMachine.Utils.BitmapUtil.SelectMostUseColorFromCountableColorSource(System.Collections.Generic.List<System.ValueTuple<System.Windows.Media.Color,System.Int64>>,System.Int32,System.UInt32,out System.Int32,out System.Collections.Generic.List<System.Windows.Media.Color>,out System.Collections.Generic.List<System.Windows.Media.Color>,out System.Collections.Generic.List<System.Windows.Media.Color>,System.Boolean,System.Nullable<System.Windows.Media.Color>,System.Int32,System.Int32,System.Int32);64;1;N
NCS;wizmachine/utils/bitmaputil.cs;SelectMostUseColorFromOrderedDescendingColorSource;System.Collections.Generic.List<System.Windows.Media.Color> WizMachine.Utils.BitmapUtil.SelectMostUseColorFromOrderedDescendingColorSource(System.Collections.Generic.List<System.ValueTuple<System.Windows.Media.Color,System.Int64>>,System.Int32,System.UInt32,out System.Int32,out System.Collections.Generic.List<System.Windows.Media.Color>,out System.Collections.Generic.List<System.Windows.Media.Color>,out System.Collections.Generic.List<System.Windows.Media.Color>,System.Boolean,System.Nullable<System.Windows.Media.Color>,System.Int32,System.Int32,System.Int32);98;7;Y
NCS;wizmachine/utils/bitmaputil.cs;CountBGRAColors;System.Collections.Generic.Dictionary<System.Windows.Media.Color,System.Int64> WizMachine.Utils.BitmapUtil.CountBGRAColors(System.Byte[],out System.Int64,out System.Int64,out System.Collections.Generic.Dictionary<System.Windows.Media.Color,System.Int64>,out System.Collections.Generic.Dictionary<System.Windows.Media.Color,System.Int64>);194;3;N
NCS;wizmachine/utils/bitmaputil.cs;CountColors;System.Collections.Generic.Dictionary<System.Windows.Media.Color,System.Int64> WizMachine.Utils.BitmapUtil.CountColors(WizMachine.Data.PaletteColor[],out System.Int64,out System.Int64,out System.Collections.Generic.Dictionary<System.Windows.Media.Color,System.Int64>,out System.Collections.Generic.Dictionary<System.Windows.Media.Color,System.Int64>);237;3;N
NCS;wizmachine/utils/bitmaputil.cs;CountColors;void WizMachine.Utils.BitmapUtil.CountColors(System.Windows.Media.Imaging.BitmapSource,out System.Int64,out System.Int64,out System.Collections.Generic.Dictionary<System.Windows.Media.Color,System.Int64>,out System.Collections.Generic.HashSet<System.Windows.Media.Color>);280;4;Y
NCS;wizmachine/utils/bitmaputil.cs;ConvertBitmapSourceToByteArray;System.Byte[] WizMachine.Utils.BitmapUtil.ConvertBitmapSourceToByteArray(System.Windows.Media.Imaging.BitmapSource);325;1;N
NCS;wizmachine/utils/bitmaputil.cs;ConvertBitmapSourceToPaletteColorArray;WizMachine.Data.PaletteColor[] WizMachine.Utils.BitmapUtil.ConvertBitmapSourceToPaletteColorArray(System.Windows.Media.Imaging.BitmapSource);336;3;N
NCS;wizmachine/utils/bitmaputil.cs;ConvertBitmapSourceToPaletteColorArray;WizMachine.Data.PaletteColor[] WizMachine.Utils.BitmapUtil.ConvertBitmapSourceToPaletteColorArray(System.Windows.Media.Imaging.BitmapSource,out System.Collections.Generic.Dictionary<System.Windows.Media.Color,System.Int64>,out System.Collections.Generic.Dictionary<System.Windows.Media.Color,System.Int64>,out WizMachine.Data.Palette,out System.Byte[],out System.Collections.Generic.Dictionary<System.Int32,System.Collections.Generic.List<System.Int64>>);374;3;N
NCS;wizmachine/utils/bitmaputil.cs;AreByteArraysEqual;System.Boolean WizMachine.Utils.BitmapUtil.AreByteArraysEqual(System.Byte[],System.Byte[]);482;3;N
NCS;wizmachine/utils/certmanagerutil.cs;CertManagerUtil;static WizMachine.Utils.CertManagerUtil.CertManagerUtil();17;1;N
NCS;wizmachine/utils/certmanagerutil.cs;ForceCheckCurrentAssemblyCert;void WizMachine.Utils.CertManagerUtil.ForceCheckCurrentAssemblyCert();33;1;N
NCS;wizmachine/utils/certmanagerutil.cs;ForceCheckCert;void WizMachine.Utils.CertManagerUtil.ForceCheckCert(System.String);38;2;N
NCS;wizmachine/utils/colorutil.cs;CalculateEuclideanDistance;System.Double WizMachine.Utils.ColorUtil.CalculateEuclideanDistance(System.Windows.Media.Color,System.Windows.Media.Color);9;1;N
NCS;wizmachine/utils/colorutil.cs;CalculateRGBEuclideanDistance;System.Double WizMachine.Utils.ColorUtil.CalculateRGBEuclideanDistance(System.Byte,System.Byte,System.Byte,WizMachine.Data.PaletteColor);17;1;N
NCS;wizmachine/utils/colorutil.cs;CalculateRGBEuclideanDistance;System.Double WizMachine.Utils.ColorUtil.CalculateRGBEuclideanDistance(WizMachine.Data.PaletteColor,WizMachine.Data.PaletteColor);25;1;N
NCS;wizmachine/utils/colorutil.cs;BlendColors;System.Windows.Media.Color WizMachine.Utils.ColorUtil.BlendColors(System.Windows.Media.Color,System.Windows.Media.Color);33;1;N
NCS;wizmachine/utils/colorutil.cs;FindAlphaColors;System.Byte WizMachine.Utils.ColorUtil.FindAlphaColors(System.Windows.Media.Color,System.Windows.Media.Color,System.Windows.Media.Color,out System.Byte);54;1;N
NCS;wizmachine/utils/extension.cs;ReduceSameItem;System.Collections.Generic.IEnumerable<T> WizMachine.Utils.Extension.ReduceSameItem<T>(System.Collections.Generic.IEnumerable<T>);11;1;N
NCS;wizmachine/utils/extension.cs;CopyStructToList;void WizMachine.Utils.Extension.CopyStructToList<T>(T,System.Collections.Generic.List<System.Byte>);16;1;N
NCS;wizmachine/utils/extension.cs;BinToStruct;System.Nullable<T> WizMachine.Utils.Extension.BinToStruct<T>(System.IO.FileStream,System.Int64);27;2;N
NCS;wizmachine/utils/extension.cs;ToByteArray;System.Byte[] WizMachine.Utils.Extension.ToByteArray<T>(T);49;1;N
NCS;wizmachine/utils/extension.cs;CopyStructToArray;void WizMachine.Utils.Extension.CopyStructToArray<T>(T,System.Byte[],System.Int32);60;2;N
NCS;wizmachine/utils/extension.cs;IfNullThenLet;T WizMachine.Utils.SharpExtension.IfNullThenLet<T>(T,System.Func<T>);75;2;N
NCS;wizmachine/utils/extension.cs;ApplyIfNotNull;void WizMachine.Utils.SharpExtension.ApplyIfNotNull<T1,T2>(System.ValueTuple<T1,T2>,System.Action<T1,T2>);84;2;N
NCS;wizmachine/utils/extension.cs;Apply;void WizMachine.Utils.SharpExtension.Apply<T>(T,System.Action<T>);92;1;N
NCS;wizmachine/utils/extension.cs;Let;R WizMachine.Utils.SharpExtension.Let<T,R>(T,System.Func<T,R>);97;1;N
NCS;wizmachine/utils/extension.cs;Also;T WizMachine.Utils.SharpExtension.Also<T>(T,System.Action<T>);102;1;N
NCS;wizmachine/utils/extension.cs;FoEach;void WizMachine.Utils.SharpExtension.FoEach<T>(System.Collections.Generic.IEnumerable<T>,System.Action<T>);108;2;N
NCS;wizmachine/utils/extension.cs;FoEach;void WizMachine.Utils.SharpExtension.FoEach<T>(System.Collections.Generic.IEnumerable<T>,System.Action<System.Int32,T>);116;2;N
NCS;wizmachine/utils/extension.cs;IfNullOrEmpty;void WizMachine.Utils.SharpExtension.IfNullOrEmpty(System.String,System.Action);127;2;N
NCS;wizmachine/utils/extension.cs;IfNotNullOrEmpty;void WizMachine.Utils.SharpExtension.IfNotNullOrEmpty(System.String,System.Action<System.String>);135;2;N
NCS;wizmachine/utils/extension.cs;FoEach;void WizMachine.Utils.SharpExtension.FoEach<T>(System.Collections.Generic.IEnumerable<T>,System.Func<System.Int32,T,System.Boolean>);143;2;N
NCS;wizmachine/utils/extension.cs;FoEach;System.Boolean WizMachine.Utils.SharpExtension.FoEach<T>(System.Collections.Generic.IEnumerable<T>,System.Func<T,System.Boolean>);155;2;N
NCS;wizmachine/utils/extension.cs;For;void WizMachine.Utils.SharpExtension.For<T>(System.Int32,out T,System.Func<System.Int32,T,T>);165;2;N
NCS;wizmachine/utils/extension.cs;ForEachNonEmptyLine;void WizMachine.Utils.SharpExtension.ForEachNonEmptyLine(System.String,System.Action<System.String>);174;2;N
NCS;wizmachine/utils/extension.cs;ForEachLine;void WizMachine.Utils.SharpExtension.ForEachLine(System.String,System.Action<System.String>);183;2;N
NCS;wizmachine/utils/extension.cs;IfFalseApply;System.Boolean WizMachine.Utils.SharpExtension.IfFalseApply(System.Boolean,System.Action<System.Boolean>);192;2;N
NCS;wizmachine/utils/extension.cs;IfTrueApply;System.Boolean WizMachine.Utils.SharpExtension.IfTrueApply(System.Boolean,System.Action<System.Boolean>);201;2;N
NCS;wizmachine/utils/extension.cs;ThrowIfNull;void WizMachine.Utils.SharpExtension.ThrowIfNull<T>(T);210;2;N
NCS;wizmachine/utils/extension.cs;IfNull;T WizMachine.Utils.SharpExtension.IfNull<T>(T,System.Action<T>);215;2;N
NCS;wizmachine/utils/extension.cs;IfIs;void WizMachine.Utils.SharpExtension.IfIs<T>(System.Object,System.Action<T>,System.Action);222;2;N
NCS;wizmachine/utils/extension.cs;IfIsThenAlso;T WizMachine.Utils.SharpExtension.IfIsThenAlso<T>(System.Object,System.Func<T,T>);234;2;N
NCS;wizmachine/utils/extension.cs;IfIsThenLet;R WizMachine.Utils.SharpExtension.IfIsThenLet<T,R>(System.Object,System.Func<T,R>);243;2;N
NCS;wizmachine/utils/extension.cs;ThrowIfNull;T WizMachine.Utils.SharpExtension.ThrowIfNull<T>(T,System.Exception);253;1;N
NCS;wizmachine/utils/logger.cs;Logger;WizMachine.Utils.Logger.Logger(System.String);22;1;N
NCS;wizmachine/utils/logger.cs;Logger;static WizMachine.Utils.Logger.Logger();14;1;N
NCS;wizmachine/utils/logger.cs;CurrentDomain_UnhandledException;void WizMachine.Utils.Logger.CurrentDomain_UnhandledException(System.Object,System.UnhandledExceptionEventArgs);27;1;N
NCS;wizmachine/utils/logger.cs;D;void WizMachine.Utils.Logger.D(System.String,System.String);35;1;N
NCS;wizmachine/utils/logger.cs;I;void WizMachine.Utils.Logger.I(System.String,System.String);44;1;N
NCS;wizmachine/utils/logger.cs;E;void WizMachine.Utils.Logger.E(System.String,System.String);51;1;N
NCS;wizmachine/utils/logger.cs;D;void WizMachine.Utils.Logger.Raw.D(System.String,System.String);61;1;N
NCS;wizmachine/utils/logger.cs;I;void WizMachine.Utils.Logger.Raw.I(System.String,System.String);70;1;N
NCS;wizmachine/utils/logger.cs;E;void WizMachine.Utils.Logger.Raw.E(System.String,System.String);77;1;N
